Restaurant_ID,Restaurant_Name,Cuisine,City,State,Rating,Delivery_Time_Min,Menu_Item,Category,Price,Calories,Is_Veg
R0061,BBQ Nation,American,Boston,MA,3.8,48,Paneer Tikka,Dessert,$10.99,1150,Yes
R0257,Healthy Bowl,Healthy,Phoenix,AZ,5.0,55,Taco,Main Course,$4.99,719,Yes
R0192,BBQ Nation,American,Los Angeles,CA,3.9,43,Pizza,Starter,$12.99,173,No
R0030,Dragon Wok,Chinese,Phoenix,AZ,3.5,46,Pasta,Main Course,$10.49,972,Yes
R0121,Taco Fiesta,Mexican,Chicago,IL,4.1,31,Coffee,Starter,$3.99,813,Yes
R0058,Dragon Wok,Chinese,Houston,TX,4.7,38,Taco,Main Course,$4.99,163,Yes
R0068,Spice Route,Indian,New York,NY,4.3,43,Butter Chicken,Main Course,$13.99,876,Yes
R0223,Healthy Bowl,Healthy,Los Angeles,CA,3.9,24,Sushi Roll,Beverage,$11.99,586,No
R0195,Healthy Bowl,Healthy,New York,NY,4.7,56,Pizza,Beverage,$12.99,866,No
R0137,Mediterraneo,Mediterranean,Boston,MA,3.9,17,Pasta,Main Course,$10.49,310,Yes
R0229,Taco Fiesta,Mexican,New York,NY,3.6,40,Taco,Dessert,$4.99,694,Yes
R0286,Healthy Bowl,Healthy,Phoenix,AZ,4.9,32,Butter Chicken,Main Course,$13.99,574,No
R0099,Dragon Wok,Chinese,New York,NY,3.8,24,Butter Chicken,Snack,$13.99,291,No
R0138,Dragon Wok,Chinese,Los Angeles,CA,4.2,57,Pasta,Starter,$10.49,993,No
R0017,Dragon Wok,Chinese,Los Angeles,CA,3.9,36,Pasta,Main Course,$10.49,498,No
R0234,Mediterraneo,Mediterranean,Boston,MA,3.5,43,Taco,Beverage,$4.99,1108,No
R0009,Spice Route,Indian,Seattle,WA,4.2,23,Pizza,Dessert,$12.99,445,No
R0055,Spice Route,Indian,Dallas,TX,4.6,21,Salad,Starter,$7.49,252,No
R0288,Pizza Palace,Italian,Houston,TX,4.6,51,Pasta,Main Course,$10.49,772,No
R0016,Spice Route,Indian,Houston,TX,4.9,19,Pasta,Beverage,$10.49,1023,No
R0294,BBQ Nation,American,Chicago,IL,4.1,30,Coffee,Dessert,$3.99,811,No
R0196,Cafe Delight,Cafe,Chicago,IL,4.5,31,Butter Chicken,Snack,$13.99,304,No
R0294,Dragon Wok,Chinese,New York,NY,3.7,59,Paneer Tikka,Dessert,$10.99,425,Yes
R0203,BBQ Nation,American,Boston,MA,3.7,51,Salad,Starter,$7.49,1168,Yes
R0165,Sushi Express,Japanese,Dallas,TX,4.7,43,Pizza,Dessert,$12.99,493,Yes
R0036,Spice Route,Indian,Chicago,IL,4.5,19,Paneer Tikka,Main Course,$10.99,181,No
R0070,Mediterraneo,Mediterranean,Dallas,TX,3.9,49,Noodles,Beverage,$9.49,913,No
R0204,Taco Fiesta,Mexican,Boston,MA,5.0,32,Coffee,Starter,$3.99,830,Yes
R0081,Spice Route,Indian,New York,NY,4.1,49,Noodles,Dessert,$9.49,727,No
R0012,Pizza Palace,Italian,New York,NY,4.9,39,Coffee,Beverage,$3.99,650,No
R0119,BBQ Nation,American,Boston,MA,4.2,20,Burger,Main Course,$8.99,891,No
R0247,Healthy Bowl,Healthy,Chicago,IL,4.0,23,Burger,Dessert,$8.99,919,No
R0225,Burger Haven,American,Chicago,IL,4.1,42,Sushi Roll,Starter,$11.99,105,Yes
R0147,Mediterraneo,Mediterranean,Boston,MA,4.1,37,Coffee,Beverage,$3.99,283,Yes
R0051,Healthy Bowl,Healthy,Seattle,WA,4.3,15,Noodles,Snack,$9.49,169,Yes
R0244,Mediterraneo,Mediterranean,Chicago,IL,3.5,58,Pizza,Main Course,$12.99,986,Yes
R0268,Healthy Bowl,Healthy,Houston,TX,4.0,22,Coffee,Starter,$3.99,948,No
R0009,Dragon Wok,Chinese,Houston,TX,4.3,32,Butter Chicken,Starter,$13.99,596,Yes
R0122,Spice Route,Indian,New York,NY,4.1,30,Pizza,Dessert,$12.99,923,No
R0107,BBQ Nation,American,Houston,TX,4.4,49,Coffee,Dessert,$3.99,255,Yes
R0164,Dragon Wok,Chinese,Seattle,WA,3.9,51,Butter Chicken,Dessert,$13.99,279,No
R0236,Dragon Wok,Chinese,Seattle,WA,4.4,59,Burger,Beverage,$8.99,556,No
R0055,Mediterraneo,Mediterranean,Dallas,TX,4.0,20,Pasta,Main Course,$10.49,971,No
R0245,Sushi Express,Japanese,Houston,TX,3.6,33,Coffee,Dessert,$3.99,766,No
R0260,Cafe Delight,Cafe,New York,NY,4.4,29,Sushi Roll,Starter,$11.99,174,No
R0249,Sushi Express,Japanese,Phoenix,AZ,4.8,60,Pasta,Beverage,$10.49,472,Yes
R0272,BBQ Nation,American,Chicago,IL,3.5,21,Paneer Tikka,Beverage,$10.99,220,No
R0141,Healthy Bowl,Healthy,Phoenix,AZ,3.9,48,Pizza,Snack,$12.99,1004,No
R0044,Burger Haven,American,Chicago,IL,3.9,35,Pasta,Snack,$10.49,217,Yes
R0195,Sushi Express,Japanese,New York,NY,4.1,32,Paneer Tikka,Starter,$10.99,567,No
R0262,Dragon Wok,Chinese,Boston,MA,4.6,49,Noodles,Beverage,$9.49,252,Yes
R0285,Pizza Palace,Italian,New York,NY,3.8,24,Taco,Main Course,$4.99,166,Yes
R0219,Healthy Bowl,Healthy,Chicago,IL,4.0,22,Sushi Roll,Main Course,$11.99,576,Yes
R0210,Spice Route,Indian,Seattle,WA,4.4,16,Salad,Beverage,$7.49,847,Yes
R0154,Sushi Express,Japanese,Los Angeles,CA,4.0,20,Sushi Roll,Dessert,$11.99,295,No
R0028,BBQ Nation,American,Houston,TX,4.9,32,Taco,Main Course,$4.99,531,No
R0189,Spice Route,Indian,New York,NY,4.2,38,Coffee,Beverage,$3.99,1022,No
R0299,Spice Route,Indian,Los Angeles,CA,4.5,50,Butter Chicken,Starter,$13.99,759,No
R0167,Pizza Palace,Italian,Dallas,TX,4.6,21,Paneer Tikka,Beverage,$10.99,90,No
R0044,Pizza Palace,Italian,Los Angeles,CA,4.7,46,Butter Chicken,Snack,$13.99,321,Yes
R0016,Pizza Palace,Italian,Houston,TX,4.4,26,Burger,Starter,$8.99,123,No
R0215,Dragon Wok,Chinese,Chicago,IL,4.4,25,Pizza,Dessert,$12.99,472,Yes
R0020,Healthy Bowl,Healthy,New York,NY,4.7,45,Burger,Beverage,$8.99,875,No
R0084,Cafe Delight,Cafe,New York,NY,4.4,51,Pasta,Snack,$10.49,1188,No
R0070,Pizza Palace,Italian,Boston,MA,3.6,33,Pasta,Snack,$10.49,436,No
R0006,Mediterraneo,Mediterranean,Seattle,WA,4.5,30,Burger,Snack,$8.99,1000,No
R0133,Dragon Wok,Chinese,Chicago,IL,3.9,59,Burger,Dessert,$8.99,709,No
R0202,Healthy Bowl,Healthy,Phoenix,AZ,4.6,41,Noodles,Starter,$9.49,215,Yes
R0223,Pizza Palace,Italian,Boston,MA,3.7,15,Coffee,Beverage,$3.99,1037,Yes
R0146,Healthy Bowl,Healthy,Boston,MA,4.7,55,Pasta,Starter,$10.49,976,No
R0131,Sushi Express,Japanese,Chicago,IL,4.3,31,Coffee,Starter,$3.99,1100,Yes
R0032,Taco Fiesta,Mexican,Boston,MA,4.7,44,Pizza,Starter,$12.99,1109,Yes
R0050,Pizza Palace,Italian,Houston,TX,3.5,56,Burger,Main Course,$8.99,139,Yes
R0288,Dragon Wok,Chinese,Phoenix,AZ,4.2,32,Pizza,Beverage,$12.99,256,No
R0125,Dragon Wok,Chinese,Dallas,TX,4.2,54,Coffee,Snack,$3.99,639,Yes
R0115,Sushi Express,Japanese,Los Angeles,CA,3.8,27,Pizza,Starter,$12.99,550,No
R0260,Cafe Delight,Cafe,Houston,TX,4.2,39,Paneer Tikka,Beverage,$10.99,923,Yes
R0272,Pizza Palace,Italian,New York,NY,4.4,25,Butter Chicken,Dessert,$13.99,456,Yes
R0187,Burger Haven,American,Phoenix,AZ,4.4,55,Salad,Snack,$7.49,1116,No
R0137,Sushi Express,Japanese,Los Angeles,CA,4.0,25,Pasta,Dessert,$10.49,881,Yes
R0182,Healthy Bowl,Healthy,Chicago,IL,4.7,47,Pasta,Starter,$10.49,957,No
R0097,Dragon Wok,Chinese,Boston,MA,3.8,35,Burger,Main Course,$8.99,781,No
R0189,Spice Route,Indian,Phoenix,AZ,4.4,39,Salad,Snack,$7.49,1123,Yes
R0065,Burger Haven,American,Seattle,WA,4.8,59,Noodles,Snack,$9.49,962,No
R0108,Burger Haven,American,Chicago,IL,3.8,23,Pasta,Dessert,$10.49,994,No
R0062,BBQ Nation,American,Dallas,TX,4.5,15,Burger,Starter,$8.99,606,No
R0216,Pizza Palace,Italian,Dallas,TX,4.1,57,Coffee,Beverage,$3.99,827,Yes
R0185,BBQ Nation,American,Phoenix,AZ,3.7,25,Taco,Dessert,$4.99,962,Yes
R0269,Dragon Wok,Chinese,New York,NY,4.0,40,Coffee,Beverage,$3.99,428,No
R0211,Dragon Wok,Chinese,Houston,TX,4.2,30,Burger,Dessert,$8.99,295,No
R0031,Taco Fiesta,Mexican,Chicago,IL,4.5,30,Pizza,Starter,$12.99,957,No
R0231,Mediterraneo,Mediterranean,Phoenix,AZ,5.0,56,Coffee,Main Course,$3.99,970,No
R0034,Sushi Express,Japanese,New York,NY,4.7,19,Burger,Snack,$8.99,905,Yes
R0036,Burger Haven,American,Chicago,IL,3.5,32,Pizza,Dessert,$12.99,570,Yes
R0210,Pizza Palace,Italian,New York,NY,3.7,57,Sushi Roll,Main Course,$11.99,205,No
R0036,Sushi Express,Japanese,Dallas,TX,4.6,23,Taco,Beverage,$4.99,682,No
R0238,Pizza Palace,Italian,Dallas,TX,3.9,22,Sushi Roll,Main Course,$11.99,490,Yes
R0017,Sushi Express,Japanese,Boston,MA,4.5,34,Butter Chicken,Snack,$13.99,294,Yes
R0038,Taco Fiesta,Mexican,Houston,TX,4.3,17,Coffee,Snack,$3.99,979,Yes
R0260,Healthy Bowl,Healthy,Boston,MA,4.9,19,Taco,Snack,$4.99,297,No
R0045,Sushi Express,Japanese,Dallas,TX,3.9,38,Butter Chicken,Starter,$13.99,654,No
R0005,Dragon Wok,Chinese,Seattle,WA,4.2,46,Sushi Roll,Dessert,$11.99,773,No
R0204,Sushi Express,Japanese,Seattle,WA,4.4,19,Salad,Starter,$7.49,1063,Yes
R0033,Mediterraneo,Mediterranean,New York,NY,4.0,29,Sushi Roll,Main Course,$11.99,924,Yes
R0214,Mediterraneo,Mediterranean,Chicago,IL,5.0,26,Noodles,Dessert,$9.49,723,No
R0064,Pizza Palace,Italian,Houston,TX,4.6,54,Sushi Roll,Dessert,$11.99,821,No
R0050,Mediterraneo,Mediterranean,Chicago,IL,3.8,52,Sushi Roll,Main Course,$11.99,187,Yes
R0007,Dragon Wok,Chinese,Seattle,WA,4.0,24,Butter Chicken,Snack,$13.99,89,Yes
R0098,Burger Haven,American,Boston,MA,4.1,47,Taco,Dessert,$4.99,545,No
R0089,Cafe Delight,Cafe,Chicago,IL,3.5,33,Pasta,Starter,$10.49,965,No
R0298,Cafe Delight,Cafe,New York,NY,4.1,27,Paneer Tikka,Snack,$10.99,585,No
R0182,Sushi Express,Japanese,Houston,TX,3.6,49,Noodles,Snack,$9.49,677,Yes
R0031,Taco Fiesta,Mexican,Chicago,IL,4.6,17,Burger,Main Course,$8.99,234,No
R0074,Spice Route,Indian,Phoenix,AZ,4.9,27,Burger,Beverage,$8.99,1113,Yes
R0041,BBQ Nation,American,Boston,MA,4.6,60,Sushi Roll,Starter,$11.99,797,Yes
R0183,Cafe Delight,Cafe,Chicago,IL,4.2,37,Pasta,Main Course,$10.49,447,Yes
R0290,BBQ Nation,American,Phoenix,AZ,4.1,35,Pizza,Dessert,$12.99,1097,No
R0041,Sushi Express,Japanese,New York,NY,4.6,55,Coffee,Dessert,$3.99,1166,Yes
R0071,Taco Fiesta,Mexican,Phoenix,AZ,4.5,49,Taco,Starter,$4.99,112,Yes
R0268,Pizza Palace,Italian,New York,NY,4.8,26,Taco,Main Course,$4.99,901,No
R0073,Dragon Wok,Chinese,Boston,MA,4.2,57,Pasta,Dessert,$10.49,95,No
R0104,Spice Route,Indian,Houston,TX,3.5,52,Pasta,Main Course,$10.49,376,Yes
R0046,Spice Route,Indian,Phoenix,AZ,3.5,40,Paneer Tikka,Snack,$10.99,881,Yes
R0295,Pizza Palace,Italian,Seattle,WA,3.7,34,Noodles,Snack,$9.49,113,Yes
R0244,Burger Haven,American,Phoenix,AZ,4.7,59,Coffee,Beverage,$3.99,340,No
R0052,Taco Fiesta,Mexican,Chicago,IL,4.6,40,Butter Chicken,Main Course,$13.99,993,Yes
R0076,Healthy Bowl,Healthy,Dallas,TX,4.5,60,Salad,Starter,$7.49,158,Yes
R0265,Sushi Express,Japanese,Houston,TX,4.2,19,Noodles,Main Course,$9.49,519,Yes
R0088,Cafe Delight,Cafe,Chicago,IL,3.9,52,Burger,Snack,$8.99,656,No
R0210,Pizza Palace,Italian,Chicago,IL,4.7,27,Butter Chicken,Beverage,$13.99,851,Yes
R0234,Burger Haven,American,Phoenix,AZ,4.1,44,Noodles,Main Course,$9.49,490,No
R0028,Healthy Bowl,Healthy,Los Angeles,CA,4.5,42,Taco,Snack,$4.99,925,No
R0103,Spice Route,Indian,Boston,MA,4.6,15,Sushi Roll,Starter,$11.99,230,Yes
R0130,Sushi Express,Japanese,Chicago,IL,4.0,17,Pasta,Starter,$10.49,114,Yes
R0281,Pizza Palace,Italian,New York,NY,4.4,39,Butter Chicken,Dessert,$13.99,441,Yes
R0034,Pizza Palace,Italian,Los Angeles,CA,4.5,17,Sushi Roll,Main Course,$11.99,953,No
R0194,Mediterraneo,Mediterranean,Houston,TX,4.8,59,Sushi Roll,Snack,$11.99,850,Yes
R0042,Spice Route,Indian,Chicago,IL,3.6,27,Salad,Beverage,$7.49,649,Yes
R0225,Taco Fiesta,Mexican,Houston,TX,4.0,47,Burger,Snack,$8.99,954,No
R0215,Taco Fiesta,Mexican,New York,NY,4.3,52,Burger,Snack,$8.99,982,No
R0139,Healthy Bowl,Healthy,Seattle,WA,4.7,37,Burger,Dessert,$8.99,364,Yes
R0217,Spice Route,Indian,Los Angeles,CA,4.9,42,Butter Chicken,Snack,$13.99,942,Yes
R0215,Burger Haven,American,New York,NY,4.7,28,Sushi Roll,Dessert,$11.99,670,No
R0138,Healthy Bowl,Healthy,New York,NY,3.7,55,Paneer Tikka,Beverage,$10.99,157,Yes
R0111,Mediterraneo,Mediterranean,New York,NY,4.0,55,Butter Chicken,Main Course,$13.99,180,No
R0181,Burger Haven,American,Dallas,TX,4.0,49,Burger,Starter,$8.99,1119,No
R0181,Dragon Wok,Chinese,Phoenix,AZ,4.2,48,Pasta,Main Course,$10.49,1013,No
R0149,Dragon Wok,Chinese,Los Angeles,CA,4.0,18,Coffee,Starter,$3.99,762,Yes
R0237,Burger Haven,American,Los Angeles,CA,3.8,44,Salad,Snack,$7.49,860,Yes
R0021,Taco Fiesta,Mexican,Dallas,TX,4.8,43,Sushi Roll,Snack,$11.99,205,No
R0188,Pizza Palace,Italian,Chicago,IL,4.6,21,Pasta,Dessert,$10.49,224,Yes
R0297,Pizza Palace,Italian,Phoenix,AZ,4.4,40,Sushi Roll,Dessert,$11.99,567,No
R0222,Dragon Wok,Chinese,Dallas,TX,4.5,18,Burger,Starter,$8.99,1032,Yes
R0263,Sushi Express,Japanese,Boston,MA,4.8,34,Pizza,Main Course,$12.99,626,Yes
R0063,Dragon Wok,Chinese,Chicago,IL,4.8,57,Sushi Roll,Snack,$11.99,385,Yes
R0275,Sushi Express,Japanese,Phoenix,AZ,4.0,36,Sushi Roll,Dessert,$11.99,293,Yes
R0256,Dragon Wok,Chinese,Chicago,IL,4.4,60,Pizza,Beverage,$12.99,312,No
R0290,Dragon Wok,Chinese,Los Angeles,CA,5.0,26,Salad,Dessert,$7.49,1057,Yes
R0180,Pizza Palace,Italian,Dallas,TX,5.0,49,Paneer Tikka,Main Course,$10.99,869,Yes
R0116,Cafe Delight,Cafe,Boston,MA,3.7,28,Burger,Beverage,$8.99,820,No
R0260,BBQ Nation,American,Dallas,TX,3.9,28,Paneer Tikka,Starter,$10.99,1151,Yes
R0225,Mediterraneo,Mediterranean,Chicago,IL,4.7,25,Sushi Roll,Snack,$11.99,415,No
R0216,Spice Route,Indian,Phoenix,AZ,4.2,49,Coffee,Dessert,$3.99,1108,No
R0192,Mediterraneo,Mediterranean,Houston,TX,4.3,17,Butter Chicken,Snack,$13.99,536,Yes
R0069,Mediterraneo,Mediterranean,Houston,TX,3.5,15,Butter Chicken,Dessert,$13.99,763,Yes
R0176,BBQ Nation,American,New York,NY,3.9,55,Burger,Snack,$8.99,1056,Yes
R0292,Healthy Bowl,Healthy,Chicago,IL,3.6,17,Paneer Tikka,Main Course,$10.99,694,Yes
R0145,Sushi Express,Japanese,Dallas,TX,4.4,22,Paneer Tikka,Dessert,$10.99,1169,Yes
R0112,Sushi Express,Japanese,New York,NY,4.6,46,Sushi Roll,Dessert,$11.99,1183,No
R0249,Taco Fiesta,Mexican,Houston,TX,4.9,16,Noodles,Snack,$9.49,1130,No
R0181,Dragon Wok,Chinese,Dallas,TX,3.6,21,Coffee,Snack,$3.99,808,No
R0224,Cafe Delight,Cafe,Los Angeles,CA,4.4,42,Coffee,Beverage,$3.99,939,No
R0251,Cafe Delight,Cafe,Chicago,IL,4.0,38,Sushi Roll,Snack,$11.99,1136,Yes
R0286,Cafe Delight,Cafe,Seattle,WA,4.1,59,Noodles,Snack,$9.49,852,Yes
R0199,Spice Route,Indian,Houston,TX,4.2,18,Paneer Tikka,Dessert,$10.99,968,No
R0167,Burger Haven,American,Dallas,TX,4.6,45,Sushi Roll,Main Course,$11.99,85,Yes
R0041,Mediterraneo,Mediterranean,Phoenix,AZ,4.8,30,Pizza,Snack,$12.99,243,No
R0206,Sushi Express,Japanese,Chicago,IL,4.4,19,Salad,Main Course,$7.49,640,Yes
R0233,Taco Fiesta,Mexican,Seattle,WA,4.0,53,Noodles,Snack,$9.49,754,Yes
R0210,Cafe Delight,Cafe,New York,NY,4.9,31,Burger,Main Course,$8.99,1068,No
R0081,Mediterraneo,Mediterranean,Seattle,WA,3.7,48,Salad,Snack,$7.49,189,Yes
R0139,Burger Haven,American,Houston,TX,4.8,45,Pasta,Dessert,$10.49,231,No
R0142,Spice Route,Indian,Boston,MA,4.6,51,Pasta,Dessert,$10.49,103,No
R0215,BBQ Nation,American,Chicago,IL,4.2,58,Coffee,Beverage,$3.99,204,No
R0081,Healthy Bowl,Healthy,Dallas,TX,3.8,21,Pasta,Snack,$10.49,266,No
R0095,Mediterraneo,Mediterranean,New York,NY,3.7,39,Burger,Snack,$8.99,1149,Yes
R0214,Taco Fiesta,Mexican,Chicago,IL,3.7,38,Taco,Main Course,$4.99,199,No
R0271,Taco Fiesta,Mexican,Boston,MA,4.8,46,Noodles,Beverage,$9.49,627,Yes
R0186,Burger Haven,American,Dallas,TX,3.7,43,Pizza,Beverage,$12.99,481,No
R0278,Sushi Express,Japanese,Los Angeles,CA,4.5,58,Salad,Starter,$7.49,876,No
R0183,Sushi Express,Japanese,Houston,TX,4.3,27,Pasta,Main Course,$10.49,952,Yes
R0195,BBQ Nation,American,Dallas,TX,4.1,29,Burger,Snack,$8.99,479,Yes
R0163,Pizza Palace,Italian,Dallas,TX,5.0,46,Burger,Main Course,$8.99,798,Yes
R0254,Burger Haven,American,Chicago,IL,3.9,47,Butter Chicken,Beverage,$13.99,587,No
R0069,Sushi Express,Japanese,Seattle,WA,4.6,27,Sushi Roll,Dessert,$11.99,881,No
R0100,Taco Fiesta,Mexican,Seattle,WA,4.5,40,Noodles,Starter,$9.49,395,No
R0245,Mediterraneo,Mediterranean,Houston,TX,3.6,44,Noodles,Main Course,$9.49,223,Yes
R0297,Pizza Palace,Italian,Boston,MA,4.5,47,Noodles,Snack,$9.49,246,No
R0211,Mediterraneo,Mediterranean,Dallas,TX,4.7,33,Coffee,Snack,$3.99,806,Yes
R0193,Healthy Bowl,Healthy,Houston,TX,4.0,46,Burger,Main Course,$8.99,205,No
R0183,BBQ Nation,American,Chicago,IL,4.8,48,Noodles,Main Course,$9.49,1028,No
R0192,Burger Haven,American,Houston,TX,3.7,34,Butter Chicken,Dessert,$13.99,620,Yes
R0128,Dragon Wok,Chinese,Phoenix,AZ,4.8,18,Pasta,Snack,$10.49,116,No
R0265,Spice Route,Indian,Dallas,TX,4.0,41,Salad,Dessert,$7.49,1160,Yes
R0011,Sushi Express,Japanese,New York,NY,3.6,59,Butter Chicken,Main Course,$13.99,435,No
R0212,Healthy Bowl,Healthy,Phoenix,AZ,3.7,48,Pasta,Main Course,$10.49,687,No
R0240,Cafe Delight,Cafe,Phoenix,AZ,4.7,38,Taco,Dessert,$4.99,983,No
R0067,Spice Route,Indian,Seattle,WA,3.9,24,Sushi Roll,Dessert,$11.99,775,Yes
R0097,Cafe Delight,Cafe,Boston,MA,5.0,30,Sushi Roll,Starter,$11.99,1129,Yes
R0229,Healthy Bowl,Healthy,Chicago,IL,3.9,41,Pizza,Main Course,$12.99,980,Yes
R0112,Dragon Wok,Chinese,Seattle,WA,4.3,59,Butter Chicken,Dessert,$13.99,519,No
R0197,Healthy Bowl,Healthy,New York,NY,4.2,56,Salad,Starter,$7.49,604,Yes
R0170,Spice Route,Indian,Chicago,IL,3.7,20,Paneer Tikka,Main Course,$10.99,1018,No
R0253,Taco Fiesta,Mexican,Los Angeles,CA,3.7,15,Sushi Roll,Starter,$11.99,162,Yes
R0195,Sushi Express,Japanese,Houston,TX,3.6,48,Salad,Beverage,$7.49,795,No
R0057,Spice Route,Indian,Dallas,TX,4.4,59,Pasta,Beverage,$10.49,756,Yes
R0196,Cafe Delight,Cafe,New York,NY,4.8,28,Sushi Roll,Snack,$11.99,954,Yes
R0232,Dragon Wok,Chinese,Phoenix,AZ,4.2,49,Coffee,Main Course,$3.99,252,No
R0005,Taco Fiesta,Mexican,Houston,TX,4.2,37,Salad,Beverage,$7.49,84,Yes
R0219,Pizza Palace,Italian,Boston,MA,4.4,16,Paneer Tikka,Dessert,$10.99,809,Yes
R0171,Burger Haven,American,Boston,MA,3.7,30,Burger,Snack,$8.99,640,No
R0284,Mediterraneo,Mediterranean,Dallas,TX,4.6,26,Salad,Starter,$7.49,458,Yes
R0205,Sushi Express,Japanese,Seattle,WA,4.3,40,Sushi Roll,Dessert,$11.99,593,Yes
R0121,Spice Route,Indian,Dallas,TX,3.6,52,Salad,Starter,$7.49,1000,Yes
R0293,Dragon Wok,Chinese,Dallas,TX,4.5,34,Noodles,Starter,$9.49,815,No
R0237,Healthy Bowl,Healthy,Phoenix,AZ,4.5,56,Salad,Dessert,$7.49,134,No
R0134,Dragon Wok,Chinese,Seattle,WA,4.4,58,Pasta,Main Course,$10.49,462,No
R0009,Sushi Express,Japanese,Phoenix,AZ,4.8,21,Pizza,Snack,$12.99,1069,No
R0058,Mediterraneo,Mediterranean,Chicago,IL,4.3,19,Pizza,Beverage,$12.99,1090,No
R0263,Mediterraneo,Mediterranean,Dallas,TX,4.9,17,Taco,Snack,$4.99,291,No
R0186,Dragon Wok,Chinese,Los Angeles,CA,4.6,51,Pizza,Snack,$12.99,823,No
R0075,Dragon Wok,Chinese,Los Angeles,CA,5.0,39,Pasta,Starter,$10.49,468,No
R0111,Cafe Delight,Cafe,Los Angeles,CA,4.7,27,Pasta,Beverage,$10.49,792,No
R0239,Mediterraneo,Mediterranean,Houston,TX,4.2,20,Paneer Tikka,Dessert,$10.99,1096,Yes
R0234,Healthy Bowl,Healthy,Dallas,TX,4.2,30,Butter Chicken,Main Course,$13.99,773,Yes
R0147,Pizza Palace,Italian,Boston,MA,4.6,37,Noodles,Beverage,$9.49,373,Yes
R0035,Sushi Express,Japanese,Houston,TX,4.1,58,Taco,Snack,$4.99,1172,Yes
R0073,Spice Route,Indian,Seattle,WA,3.9,60,Noodles,Main Course,$9.49,922,No
R0268,Cafe Delight,Cafe,Chicago,IL,3.7,42,Salad,Main Course,$7.49,911,Yes
R0257,Sushi Express,Japanese,Houston,TX,4.6,56,Paneer Tikka,Snack,$10.99,512,Yes
R0280,Healthy Bowl,Healthy,Houston,TX,4.7,26,Paneer Tikka,Starter,$10.99,1145,Yes
R0168,Taco Fiesta,Mexican,Boston,MA,4.4,15,Noodles,Snack,$9.49,709,No
R0038,BBQ Nation,American,Chicago,IL,3.5,18,Butter Chicken,Beverage,$13.99,852,Yes
R0090,Taco Fiesta,Mexican,Seattle,WA,3.7,15,Sushi Roll,Main Course,$11.99,248,Yes
R0110,Cafe Delight,Cafe,Dallas,TX,4.8,24,Burger,Snack,$8.99,982,No
R0293,Pizza Palace,Italian,Seattle,WA,4.1,56,Pasta,Starter,$10.49,600,Yes
R0262,Cafe Delight,Cafe,Chicago,IL,3.6,55,Noodles,Dessert,$9.49,559,No
R0111,Spice Route,Indian,Seattle,WA,4.5,37,Pasta,Starter,$10.49,289,Yes
R0298,Taco Fiesta,Mexican,Los Angeles,CA,4.6,22,Paneer Tikka,Starter,$10.99,802,Yes
R0172,Taco Fiesta,Mexican,Phoenix,AZ,4.8,23,Taco,Dessert,$4.99,769,No
R0105,Sushi Express,Japanese,Chicago,IL,3.8,60,Paneer Tikka,Starter,$10.99,756,Yes
R0134,Sushi Express,Japanese,New York,NY,5.0,45,Sushi Roll,Main Course,$11.99,883,No
R0207,Healthy Bowl,Healthy,Houston,TX,4.8,20,Salad,Snack,$7.49,889,Yes
R0193,Burger Haven,American,Seattle,WA,4.4,19,Coffee,Dessert,$3.99,1122,Yes
R0169,Sushi Express,Japanese,Boston,MA,3.5,52,Salad,Beverage,$7.49,845,Yes
R0052,Pizza Palace,Italian,Dallas,TX,3.9,24,Taco,Starter,$4.99,443,Yes
R0144,Mediterraneo,Mediterranean,Seattle,WA,4.6,27,Paneer Tikka,Main Course,$10.99,735,No
R0188,Healthy Bowl,Healthy,New York,NY,4.6,48,Taco,Snack,$4.99,863,Yes
R0169,Healthy Bowl,Healthy,Dallas,TX,4.7,40,Salad,Snack,$7.49,115,Yes
R0017,Pizza Palace,Italian,Boston,MA,4.7,49,Sushi Roll,Main Course,$11.99,927,No
R0106,Healthy Bowl,Healthy,Dallas,TX,3.8,31,Salad,Beverage,$7.49,262,Yes
R0248,Pizza Palace,Italian,Dallas,TX,3.9,58,Butter Chicken,Starter,$13.99,889,No
R0040,Burger Haven,American,Seattle,WA,4.9,31,Sushi Roll,Snack,$11.99,723,No
R0217,Sushi Express,Japanese,New York,NY,5.0,15,Noodles,Starter,$9.49,206,No
R0033,Mediterraneo,Mediterranean,Phoenix,AZ,4.7,34,Taco,Main Course,$4.99,739,No
R0148,Taco Fiesta,Mexican,Chicago,IL,4.9,20,Taco,Dessert,$4.99,896,No
R0088,Dragon Wok,Chinese,Dallas,TX,4.8,20,Pizza,Beverage,$12.99,953,No
R0069,Mediterraneo,Mediterranean,Dallas,TX,4.8,30,Pizza,Snack,$12.99,1083,No
R0193,Cafe Delight,Cafe,Dallas,TX,4.5,59,Burger,Main Course,$8.99,756,No
R0112,Healthy Bowl,Healthy,New York,NY,5.0,60,Pasta,Snack,$10.49,298,No
R0094,BBQ Nation,American,Los Angeles,CA,3.6,30,Pasta,Beverage,$10.49,895,Yes
R0076,BBQ Nation,American,New York,NY,3.9,46,Butter Chicken,Main Course,$13.99,101,Yes
R0283,Sushi Express,Japanese,Boston,MA,4.6,59,Sushi Roll,Beverage,$11.99,1003,Yes
R0133,Dragon Wok,Chinese,Seattle,WA,4.1,16,Burger,Starter,$8.99,447,Yes
R0086,Burger Haven,American,Chicago,IL,4.6,60,Taco,Beverage,$4.99,239,Yes
